source,row,column,detected_bbox,status,asset_id,reason
01-1000263623.png,4,4,"[960, 693, 1165, 888]",retained,map_trees_medium,core_style_representative
01-1000263623.png,4,5,"[1253, 693, 1459, 888]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
01-1000263623.png,5,1,"[78, 904, 283, 1100]",retained,map_forest_dense,core_style_representative
01-1000263623.png,5,2,"[370, 904, 576, 1100]",retained,map_forest_clearing,core_style_representative
01-1000263623.png,5,3,"[665, 904, 870, 1100]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
01-1000263623.png,5,4,"[959, 904, 1164, 1100]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
01-1000263623.png,5,5,"[1253, 904, 1459, 1100]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,1,1,"[28, 45, 185, 199]",retained,map_sea_waves,core_style_representative
02-1000263624.png,1,2,"[205, 44, 370, 199]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,1,3,"[397, 44, 563, 199]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,1,4,"[586, 44, 755, 199]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,1,5,"[785, 44, 946, 199]",retained,map_water_calm,core_style_representative
02-1000263624.png,1,6,"[969, 44, 1137, 198]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,1,7,"[1163, 44, 1333, 199]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,1,8,"[1355, 44, 1509, 199]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,2,1,"[27, 229, 154, 360]",retained,map_coast_land_s,core_style_representative
02-1000263624.png,2,2,"[168, 229, 292, 360]",retained,map_coast_land_s_wavy,core_style_representative
02-1000263624.png,2,3,"[306, 229, 437, 360]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,2,4,"[453, 229, 583, 360]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,2,5,"[599, 229, 728, 360]",retained,map_coast_land_sw,core_style_representative
02-1000263624.png,2,6,"[752, 229, 877, 360]",retained,map_coast_land_e,core_style_representative
02-1000263624.png,2,7,"[897, 229, 1036, 360]",retained,map_coast_land_e_step,core_style_representative
02-1000263624.png,2,8,"[1061, 229, 1192, 360]",retained,map_coast_land_sw_square,core_style_representative
02-1000263624.png,2,9,"[1214, 228, 1349, 360]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,2,10,"[1371, 227, 1508, 360]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,3,1,"[28, 393, 154, 520]",retained,map_coast_water_ne,core_style_representative
02-1000263624.png,3,2,"[176, 393, 304, 520]",retained,map_coast_water_nw,core_style_representative
02-1000263624.png,3,3,"[331, 393, 577, 520]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,3,4,"[600, 393, 721, 521]",retained,map_coast_land_w_bulge,core_style_representative
02-1000263624.png,3,5,"[746, 393, 874, 520]",retained,map_coast_land_e_bulge,core_style_representative
02-1000263624.png,3,6,"[899, 393, 1027, 520]",retained,map_coast_land_s_inlet,core_style_representative
02-1000263624.png,3,7,"[1050, 393, 1188, 521]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,3,8,"[1214, 393, 1346, 521]",retained,map_coast_land_se,core_style_representative
02-1000263624.png,3,9,"[1371, 393, 1508, 520]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,4,1,"[33, 552, 207, 696]",retained,map_pond_round,core_style_representative
02-1000263624.png,4,2,"[232, 552, 385, 696]",retained,map_pond_irregular,core_style_representative
02-1000263624.png,4,3,"[412, 552, 562, 696]",retained,map_pond_small,core_style_representative
02-1000263624.png,4,4,"[587, 552, 724, 696]",retained,map_inlet_w,core_style_representative
02-1000263624.png,4,5,"[749, 552, 896, 696]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,4,6,"[923, 552, 1072, 696]",retained,map_channel_diagonal,core_style_representative
02-1000263624.png,4,7,"[1097, 551, 1286, 696]",retained,map_river_meander,core_style_representative
02-1000263624.png,4,8,"[1313, 552, 1504, 696]",retained,map_pond_channel_s,core_style_representative
02-1000263624.png,5,1,"[30, 729, 160, 873]",retained,map_river_ns,core_style_representative
02-1000263624.png,5,2,"[184, 729, 320, 874]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,5,3,"[346, 730, 498, 873]",retained,map_river_ew,core_style_representative
02-1000263624.png,5,4,"[521, 730, 672, 873]",retained,map_river_es,core_style_representative
02-1000263624.png,5,5,"[700, 730, 861, 874]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,5,6,"[888, 730, 1023, 874]",retained,map_river_ne,core_style_representative
02-1000263624.png,5,7,"[1047, 731, 1193, 873]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,5,8,"[1217, 730, 1352, 873]",retained,map_river_cross,core_style_representative
02-1000263624.png,5,9,"[1376, 730, 1508, 873]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,6,1,"[28, 907, 195, 1077]",retained,map_river_mouth_s,core_style_representative
02-1000263624.png,6,2,"[219, 907, 387, 1076]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,6,3,"[411, 907, 582, 1076]",retained,map_river_mouth_s_square,core_style_representative
02-1000263624.png,6,4,"[608, 907, 773, 1076]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,6,5,"[798, 907, 962, 1074]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,6,6,"[989, 906, 1140, 1074]",retained,map_river_basin_s,core_style_representative
02-1000263624.png,6,7,"[1162, 906, 1318, 1074]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
02-1000263624.png,6,8,"[1345, 907, 1508, 1074]",retained,map_coast_headland,core_style_representative
03-1000263625.png,1,1,"[52, 90, 220, 259]",retained,map_road_ns,core_style_representative
03-1000263625.png,1,2,"[256, 90, 424, 258]",retained,map_road_ew,core_style_representative
03-1000263625.png,1,3,"[461, 90, 631, 259]",retained,map_road_ws,core_style_representative
03-1000263625.png,1,4,"[674, 90, 839, 258]",retained,map_road_ne,core_style_representative
03-1000263625.png,1,5,"[879, 90, 1051, 259]",retained,map_road_cross,core_style_representative
03-1000263625.png,1,6,"[1091, 90, 1271, 259]",retained,map_road_t_wes,core_style_representative
03-1000263625.png,1,7,"[1313, 90, 1483, 259]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,2,1,"[52, 301, 221, 471]",retained,map_road_end_s,core_style_representative
03-1000263625.png,2,2,"[256, 301, 423, 471]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,2,3,"[466, 301, 635, 471]",retained,map_road_end_w,core_style_representative
03-1000263625.png,2,4,"[674, 301, 838, 471]",retained,map_road_turnaround_s,core_style_representative
03-1000263625.png,2,5,"[879, 300, 1051, 470]",retained,map_crossing_basic,core_style_representative
03-1000263625.png,2,6,"[1091, 300, 1271, 470]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,2,7,"[1312, 300, 1482, 471]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,3,1,"[56, 534, 216, 691]",retained,map_rail_ns,core_style_representative
03-1000263625.png,3,2,"[257, 535, 422, 691]",retained,map_rail_ew,core_style_representative
03-1000263625.png,3,3,"[467, 534, 630, 691]",retained,map_rail_nw,core_style_representative
03-1000263625.png,3,4,"[676, 534, 838, 689]",retained,map_rail_ne,core_style_representative
03-1000263625.png,3,5,"[882, 533, 1046, 689]",retained,map_rail_cross,core_style_representative
03-1000263625.png,3,6,"[1094, 533, 1266, 689]",excluded,,ambiguous_geometry: 分岐・交差部のレール構造が不明瞭
03-1000263625.png,3,7,"[1313, 533, 1478, 689]",excluded,,ambiguous_geometry: 分岐・交差部のレール構造が不明瞭
03-1000263625.png,4,1,"[53, 733, 216, 881]",retained,map_rail_stop_s,core_style_representative
03-1000263625.png,4,2,"[256, 736, 422, 883]",retained,map_rail_stop_w,core_style_representative
03-1000263625.png,4,3,"[465, 735, 633, 882]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,4,4,"[675, 732, 839, 881]",retained,map_rail_y,core_style_representative
03-1000263625.png,4,5,"[882, 733, 1049, 881]",retained,map_rail_branch_e,core_style_representative
03-1000263625.png,4,6,"[1094, 733, 1263, 880]",retained,map_rail_branch_w,core_style_representative
03-1000263625.png,4,7,"[1312, 733, 1478, 881]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,5,1,"[51, 939, 217, 1083]",retained,map_road_bridge_ns,core_style_representative
03-1000263625.png,5,2,"[257, 939, 424, 1083]",retained,map_rail_bridge_ns,core_style_representative
03-1000263625.png,5,3,"[461, 939, 611, 1083]",retained,map_road_tunnel_s,core_style_representative
03-1000263625.png,5,4,"[641, 939, 784, 1083]",retained,map_rail_tunnel_s,core_style_representative
03-1000263625.png,5,5,"[812, 940, 957, 1083]",retained,map_grade_separation_cross,core_style_representative
03-1000263625.png,5,6,"[989, 940, 1133, 1082]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
03-1000263625.png,5,7,"[1165, 940, 1309, 1082]",retained,map_road_elevated_ew,core_style_representative
03-1000263625.png,5,8,"[1343, 940, 1485, 1082]",retained,map_rail_elevated_ew,core_style_representative
04-1000263626.png,1,1,"[18, 23, 156, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,2,"[169, 23, 305, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,3,"[320, 23, 457, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,4,"[473, 23, 609, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,5,"[623, 23, 760, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,6,"[774, 23, 912, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,7,"[926, 23, 1062, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,8,"[1078, 23, 1215, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,9,"[1230, 23, 1367, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,1,10,"[1381, 23, 1518, 172]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,1,"[18, 189, 156, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,2,"[169, 189, 305, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,3,"[320, 189, 457, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,4,"[473, 189, 609, 339]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,5,"[623, 189, 760, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,6,"[774, 189, 912, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,7,"[926, 189, 1062, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,8,"[1078, 189, 1215, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,9,"[1230, 189, 1367, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,2,10,"[1381, 189, 1517, 338]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,1,"[18, 354, 156, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,2,"[169, 354, 305, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,3,"[319, 354, 457, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,4,"[473, 354, 609, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,5,"[623, 354, 760, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,6,"[774, 354, 912, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,7,"[926, 354, 1062, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,8,"[1078, 354, 1215, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,9,"[1230, 354, 1367, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,3,10,"[1381, 354, 1518, 503]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,1,"[18, 517, 156, 664]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,2,"[169, 517, 305, 664]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,3,"[319, 517, 457, 664]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,4,"[473, 517, 609, 664]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,5,"[623, 517, 760, 663]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,6,"[774, 517, 911, 663]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,7,"[926, 518, 1062, 663]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,8,"[1078, 518, 1215, 663]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,9,"[1230, 518, 1367, 663]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,4,10,"[1381, 518, 1517, 663]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,1,"[18, 678, 156, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,2,"[169, 678, 305, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,3,"[319, 678, 457, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,4,"[473, 678, 609, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,5,"[623, 678, 760, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,6,"[774, 678, 911, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,7,"[926, 678, 1062, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,8,"[1078, 678, 1215, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,9,"[1230, 678, 1367, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,5,10,"[1381, 678, 1517, 833]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,1,"[18, 847, 156, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,2,"[169, 847, 305, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,3,"[319, 847, 457, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,4,"[473, 847, 609, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,5,"[623, 847, 760, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,6,"[774, 847, 911, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,7,"[926, 847, 1062, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,8,"[1078, 847, 1215, 1002]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,9,"[1230, 847, 1367, 1003]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,6,10,"[1381, 847, 1517, 1003]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,1,"[18, 1017, 156, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,2,"[169, 1017, 305, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,3,"[320, 1017, 457, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,4,"[473, 1017, 609, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,5,"[623, 1017, 760, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,6,"[774, 1017, 911, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,7,"[926, 1017, 1062, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,8,"[1078, 1017, 1215, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,9,"[1230, 1017, 1366, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,7,10,"[1381, 1018, 1517, 1168]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,1,"[18, 1183, 156, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,2,"[169, 1183, 305, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,3,"[320, 1183, 457, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,4,"[473, 1184, 609, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,5,"[623, 1184, 760, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,6,"[775, 1184, 911, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,7,"[926, 1184, 1062, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,8,"[1078, 1184, 1215, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,9,"[1231, 1184, 1366, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,8,10,"[1381, 1184, 1517, 1317]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,1,"[18, 1331, 156, 1469]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,2,"[169, 1331, 305, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,3,"[320, 1331, 457, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,4,"[473, 1331, 609, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,5,"[623, 1331, 760, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,6,"[775, 1331, 911, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,7,"[927, 1331, 1062, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,8,"[1078, 1331, 1215, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,9,"[1231, 1331, 1366, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
04-1000263626.png,9,10,"[1381, 1331, 1517, 1470]",excluded,,style_mismatch: 水面・岩肌の細かな描写が基準の簡略化された水場と異なる
05-1000263627.png,1,1,"[18, 23, 155, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,2,"[168, 23, 305, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,3,"[319, 23, 457, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,4,"[472, 23, 609, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,5,"[623, 23, 761, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,6,"[774, 23, 913, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,7,"[926, 23, 1064, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,8,"[1079, 23, 1217, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,9,"[1231, 23, 1367, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,1,10,"[1380, 23, 1518, 153]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,1,"[18, 167, 155, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,2,"[168, 166, 305, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,3,"[319, 166, 457, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,4,"[472, 167, 609, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,5,"[623, 167, 760, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,6,"[774, 167, 912, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,7,"[926, 167, 1064, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,8,"[1079, 166, 1217, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,9,"[1231, 166, 1367, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,2,10,"[1380, 167, 1517, 299]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
