staff_id,sheet,staff_no,frame,file
staff_027,staff_sheet_3_of_4.png,27,right_B,sprites/staff_027_right_B.png
staff_027,staff_sheet_3_of_4.png,27,up_A,sprites/staff_027_up_A.png
staff_027,staff_sheet_3_of_4.png,27,up_B,sprites/staff_027_up_B.png
staff_028,staff_sheet_4_of_4.png,28,down_A,sprites/staff_028_down_A.png
staff_028,staff_sheet_4_of_4.png,28,down_B,sprites/staff_028_down_B.png
staff_028,staff_sheet_4_of_4.png,28,left_A,sprites/staff_028_left_A.png
staff_028,staff_sheet_4_of_4.png,28,left_B,sprites/staff_028_left_B.png
staff_028,staff_sheet_4_of_4.png,28,right_A,sprites/staff_028_right_A.png
staff_028,staff_sheet_4_of_4.png,28,right_B,sprites/staff_028_right_B.png
staff_028,staff_sheet_4_of_4.png,28,up_A,sprites/staff_028_up_A.png
staff_028,staff_sheet_4_of_4.png,28,up_B,sprites/staff_028_up_B.png
staff_029,staff_sheet_4_of_4.png,29,down_A,sprites/staff_029_down_A.png
staff_029,staff_sheet_4_of_4.png,29,down_B,sprites/staff_029_down_B.png
staff_029,staff_sheet_4_of_4.png,29,left_A,sprites/staff_029_left_A.png
staff_029,staff_sheet_4_of_4.png,29,left_B,sprites/staff_029_left_B.png
staff_029,staff_sheet_4_of_4.png,29,right_A,sprites/staff_029_right_A.png
staff_029,staff_sheet_4_of_4.png,29,right_B,sprites/staff_029_right_B.png
staff_029,staff_sheet_4_of_4.png,29,up_A,sprites/staff_029_up_A.png
staff_029,staff_sheet_4_of_4.png,29,up_B,sprites/staff_029_up_B.png
staff_030,staff_sheet_4_of_4.png,30,down_A,sprites/staff_030_down_A.png
staff_030,staff_sheet_4_of_4.png,30,down_B,sprites/staff_030_down_B.png
staff_030,staff_sheet_4_of_4.png,30,left_A,sprites/staff_030_left_A.png
staff_030,staff_sheet_4_of_4.png,30,left_B,sprites/staff_030_left_B.png
staff_030,staff_sheet_4_of_4.png,30,right_A,sprites/staff_030_right_A.png
staff_030,staff_sheet_4_of_4.png,30,right_B,sprites/staff_030_right_B.png
staff_030,staff_sheet_4_of_4.png,30,up_A,sprites/staff_030_up_A.png
staff_030,staff_sheet_4_of_4.png,30,up_B,sprites/staff_030_up_B.png
staff_031,staff_sheet_4_of_4.png,31,down_A,sprites/staff_031_down_A.png
staff_031,staff_sheet_4_of_4.png,31,down_B,sprites/staff_031_down_B.png
staff_031,staff_sheet_4_of_4.png,31,left_A,sprites/staff_031_left_A.png
staff_031,staff_sheet_4_of_4.png,31,left_B,sprites/staff_031_left_B.png
staff_031,staff_sheet_4_of_4.png,31,right_A,sprites/staff_031_right_A.png
staff_031,staff_sheet_4_of_4.png,31,right_B,sprites/staff_031_right_B.png
staff_031,staff_sheet_4_of_4.png,31,up_A,sprites/staff_031_up_A.png
staff_031,staff_sheet_4_of_4.png,31,up_B,sprites/staff_031_up_B.png
staff_032,staff_sheet_4_of_4.png,32,down_A,sprites/staff_032_down_A.png
staff_032,staff_sheet_4_of_4.png,32,down_B,sprites/staff_032_down_B.png
staff_032,staff_sheet_4_of_4.png,32,left_A,sprites/staff_032_left_A.png
staff_032,staff_sheet_4_of_4.png,32,left_B,sprites/staff_032_left_B.png
staff_032,staff_sheet_4_of_4.png,32,right_A,sprites/staff_032_right_A.png
staff_032,staff_sheet_4_of_4.png,32,right_B,sprites/staff_032_right_B.png
staff_032,staff_sheet_4_of_4.png,32,up_A,sprites/staff_032_up_A.png
staff_032,staff_sheet_4_of_4.png,32,up_B,sprites/staff_032_up_B.png
staff_033,staff_sheet_4_of_4.png,33,down_A,sprites/staff_033_down_A.png
staff_033,staff_sheet_4_of_4.png,33,down_B,sprites/staff_033_down_B.png
staff_033,staff_sheet_4_of_4.png,33,left_A,sprites/staff_033_left_A.png
staff_033,staff_sheet_4_of_4.png,33,left_B,sprites/staff_033_left_B.png
staff_033,staff_sheet_4_of_4.png,33,right_A,sprites/staff_033_right_A.png
staff_033,staff_sheet_4_of_4.png,33,right_B,sprites/staff_033_right_B.png
staff_033,staff_sheet_4_of_4.png,33,up_A,sprites/staff_033_up_A.png
staff_033,staff_sheet_4_of_4.png,33,up_B,sprites/staff_033_up_B.png
staff_034,staff_sheet_4_of_4.png,34,down_A,sprites/staff_034_down_A.png
staff_034,staff_sheet_4_of_4.png,34,down_B,sprites/staff_034_down_B.png
staff_034,staff_sheet_4_of_4.png,34,left_A,sprites/staff_034_left_A.png
staff_034,staff_sheet_4_of_4.png,34,left_B,sprites/staff_034_left_B.png
staff_034,staff_sheet_4_of_4.png,34,right_A,sprites/staff_034_right_A.png
staff_034,staff_sheet_4_of_4.png,34,right_B,sprites/staff_034_right_B.png
staff_034,staff_sheet_4_of_4.png,34,up_A,sprites/staff_034_up_A.png
staff_034,staff_sheet_4_of_4.png,34,up_B,sprites/staff_034_up_B.png
staff_035,staff_sheet_4_of_4.png,35,down_A,sprites/staff_035_down_A.png
staff_035,staff_sheet_4_of_4.png,35,down_B,sprites/staff_035_down_B.png
staff_035,staff_sheet_4_of_4.png,35,left_A,sprites/staff_035_left_A.png
staff_035,staff_sheet_4_of_4.png,35,left_B,sprites/staff_035_left_B.png
staff_035,staff_sheet_4_of_4.png,35,right_A,sprites/staff_035_right_A.png
staff_035,staff_sheet_4_of_4.png,35,right_B,sprites/staff_035_right_B.png
staff_035,staff_sheet_4_of_4.png,35,up_A,sprites/staff_035_up_A.png
staff_035,staff_sheet_4_of_4.png,35,up_B,sprites/staff_035_up_B.png
