id,name_ja,direction,phase,file,frame_size,anchor_px,alpha_bbox,source_sheet,source_cell_xyxy,source_row,source_column,operation,mirrored,scale_applied,motion_authenticity,edge_cleanup
staff_002,staff_002,left,A,sprites/staff_002_left_A.png,"[160, 160]","[80, 154]","[48, 70, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 236, 750, 324]",2,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 273, 'interior_unchanged': True}"
staff_002,staff_002,left,B,sprites/staff_002_left_B.png,"[160, 160]","[80, 154]","[48, 71, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 236, 1180, 324]",2,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 267, 'interior_unchanged': True}"
staff_002,staff_002,right,A,sprites/staff_002_right_A.png,"[160, 160]","[80, 154]","[48, 71, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 236, 1038, 324]",2,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 240, 'interior_unchanged': True}"
staff_002,staff_002,right,B,sprites/staff_002_right_B.png,"[160, 160]","[80, 154]","[48, 71, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 236, 1180, 324]",2,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 271, 'interior_unchanged': True}"
staff_002,staff_002,up,A,sprites/staff_002_up_A.png,"[160, 160]","[80, 154]","[46, 73, 114, 154]",source_sheets/staff_sheet_1_of_4.png,"[1188, 236, 1322, 324]",2,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 268, 'interior_unchanged': True}"
staff_002,staff_002,up,B,sprites/staff_002_up_B.png,"[160, 160]","[80, 154]","[47, 72, 113, 153]",source_sheets/staff_sheet_1_of_4.png,"[1330, 236, 1459, 324]",2,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 273, 'interior_unchanged': True}"
staff_003,staff_003,down,A,sprites/staff_003_down_A.png,"[160, 160]","[80, 154]","[37, 66, 124, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 332, 456, 422]",3,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 329, 'interior_unchanged': True}"
staff_003,staff_003,down,B,sprites/staff_003_down_B.png,"[160, 160]","[80, 154]","[37, 67, 123, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 332, 605, 422]",3,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 291, 'interior_unchanged': True}"
staff_003,staff_003,left,A,sprites/staff_003_left_A.png,"[160, 160]","[80, 154]","[45, 68, 115, 153]",source_sheets/staff_sheet_1_of_4.png,"[613, 332, 750, 422]",3,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 310, 'interior_unchanged': True}"
staff_003,staff_003,left,B,sprites/staff_003_left_B.png,"[160, 160]","[80, 154]","[44, 68, 116, 153]",source_sheets/staff_sheet_1_of_4.png,"[1046, 332, 1180, 422]",3,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 272, 'interior_unchanged': True}"
staff_003,staff_003,right,A,sprites/staff_003_right_A.png,"[160, 160]","[80, 154]","[46, 68, 115, 153]",source_sheets/staff_sheet_1_of_4.png,"[903, 332, 1038, 422]",3,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 277, 'interior_unchanged': True}"
staff_003,staff_003,right,B,sprites/staff_003_right_B.png,"[160, 160]","[80, 154]","[44, 68, 116, 153]",source_sheets/staff_sheet_1_of_4.png,"[1046, 332, 1180, 422]",3,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 271, 'interior_unchanged': True}"
staff_003,staff_003,up,A,sprites/staff_003_up_A.png,"[160, 160]","[80, 154]","[39, 67, 121, 153]",source_sheets/staff_sheet_1_of_4.png,"[1188, 332, 1322, 422]",3,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 342, 'interior_unchanged': True}"
staff_003,staff_003,up,B,sprites/staff_003_up_B.png,"[160, 160]","[80, 154]","[39, 68, 121, 153]",source_sheets/staff_sheet_1_of_4.png,"[1330, 332, 1459, 422]",3,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 321, 'interior_unchanged': True}"
staff_004,staff_004,down,A,sprites/staff_004_down_A.png,"[160, 160]","[80, 154]","[46, 66, 115, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 430, 456, 520]",4,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 263, 'interior_unchanged': True}"
staff_004,staff_004,down,B,sprites/staff_004_down_B.png,"[160, 160]","[80, 154]","[47, 66, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 430, 605, 520]",4,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 267, 'interior_unchanged': True}"
staff_004,staff_004,left,A,sprites/staff_004_left_A.png,"[160, 160]","[80, 154]","[48, 65, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 430, 750, 520]",4,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 280, 'interior_unchanged': True}"
staff_004,staff_004,left,B,sprites/staff_004_left_B.png,"[160, 160]","[80, 154]","[48, 66, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 430, 1180, 520]",4,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 243, 'interior_unchanged': True}"
staff_004,staff_004,right,A,sprites/staff_004_right_A.png,"[160, 160]","[80, 154]","[48, 66, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 430, 1038, 520]",4,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 213, 'interior_unchanged': True}"
staff_004,staff_004,right,B,sprites/staff_004_right_B.png,"[160, 160]","[80, 154]","[48, 66, 113, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 430, 1180, 520]",4,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 245, 'interior_unchanged': True}"
staff_004,staff_004,up,A,sprites/staff_004_up_A.png,"[160, 160]","[80, 154]","[46, 64, 114, 154]",source_sheets/staff_sheet_1_of_4.png,"[1188, 430, 1322, 520]",4,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 280, 'interior_unchanged': True}"
staff_004,staff_004,up,B,sprites/staff_004_up_B.png,"[160, 160]","[80, 154]","[46, 64, 114, 154]",source_sheets/staff_sheet_1_of_4.png,"[1330, 430, 1459, 520]",4,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 274, 'interior_unchanged': True}"
staff_005,staff_005,down,A,sprites/staff_005_down_A.png,"[160, 160]","[80, 154]","[43, 69, 118, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 528, 456, 616]",5,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 282, 'interior_unchanged': True}"
staff_005,staff_005,down,B,sprites/staff_005_down_B.png,"[160, 160]","[80, 154]","[44, 69, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 528, 605, 616]",5,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 269, 'interior_unchanged': True}"
staff_005,staff_005,left,A,sprites/staff_005_left_A.png,"[160, 160]","[80, 154]","[44, 69, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 528, 750, 616]",5,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 286, 'interior_unchanged': True}"
staff_005,staff_005,left,B,sprites/staff_005_left_B.png,"[160, 160]","[80, 154]","[44, 70, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 528, 1180, 616]",5,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 275, 'interior_unchanged': True}"
staff_005,staff_005,right,A,sprites/staff_005_right_A.png,"[160, 160]","[80, 154]","[45, 70, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 528, 1038, 616]",5,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 238, 'interior_unchanged': True}"
staff_005,staff_005,right,B,sprites/staff_005_right_B.png,"[160, 160]","[80, 154]","[44, 70, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 528, 1180, 616]",5,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 274, 'interior_unchanged': True}"
staff_005,staff_005,up,A,sprites/staff_005_up_A.png,"[160, 160]","[80, 154]","[44, 69, 116, 154]",source_sheets/staff_sheet_1_of_4.png,"[1188, 528, 1322, 616]",5,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 293, 'interior_unchanged': True}"
staff_005,staff_005,up,B,sprites/staff_005_up_B.png,"[160, 160]","[80, 154]","[45, 69, 115, 153]",source_sheets/staff_sheet_1_of_4.png,"[1330, 528, 1459, 616]",5,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 288, 'interior_unchanged': True}"
staff_006,staff_006,down,A,sprites/staff_006_down_A.png,"[160, 160]","[80, 154]","[39, 63, 122, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 624, 456, 717]",6,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 280, 'interior_unchanged': True}"
staff_006,staff_006,down,B,sprites/staff_006_down_B.png,"[160, 160]","[80, 154]","[39, 63, 121, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 624, 605, 717]",6,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 273, 'interior_unchanged': True}"
staff_006,staff_006,left,A,sprites/staff_006_left_A.png,"[160, 160]","[80, 154]","[43, 63, 118, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 624, 750, 717]",6,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 300, 'interior_unchanged': True}"
staff_006,staff_006,left,B,sprites/staff_006_left_B.png,"[160, 160]","[80, 154]","[42, 63, 119, 153]",source_sheets/staff_sheet_1_of_4.png,"[1046, 624, 1180, 717]",6,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 298, 'interior_unchanged': True}"
staff_006,staff_006,right,A,sprites/staff_006_right_A.png,"[160, 160]","[80, 154]","[43, 63, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 624, 1038, 717]",6,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 276, 'interior_unchanged': True}"
staff_006,staff_006,right,B,sprites/staff_006_right_B.png,"[160, 160]","[80, 154]","[42, 63, 119, 153]",source_sheets/staff_sheet_1_of_4.png,"[1046, 624, 1180, 717]",6,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 298, 'interior_unchanged': True}"
staff_006,staff_006,up,A,sprites/staff_006_up_A.png,"[160, 160]","[80, 154]","[41, 63, 120, 153]",source_sheets/staff_sheet_1_of_4.png,"[1188, 624, 1322, 717]",6,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 310, 'interior_unchanged': True}"
staff_006,staff_006,up,B,sprites/staff_006_up_B.png,"[160, 160]","[80, 154]","[41, 64, 119, 153]",source_sheets/staff_sheet_1_of_4.png,"[1330, 624, 1459, 717]",6,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 298, 'interior_unchanged': True}"
staff_007,staff_007,down,A,sprites/staff_007_down_A.png,"[160, 160]","[80, 154]","[41, 64, 119, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 725, 456, 816]",7,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 306, 'interior_unchanged': True}"
staff_007,staff_007,down,B,sprites/staff_007_down_B.png,"[160, 160]","[80, 154]","[41, 65, 120, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 725, 605, 816]",7,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 309, 'interior_unchanged': True}"
staff_007,staff_007,left,A,sprites/staff_007_left_A.png,"[160, 160]","[80, 154]","[44, 66, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 725, 750, 816]",7,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 312, 'interior_unchanged': True}"
staff_007,staff_007,left,B,sprites/staff_007_left_B.png,"[160, 160]","[80, 154]","[44, 67, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 725, 1180, 816]",7,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 306, 'interior_unchanged': True}"
staff_007,staff_007,right,A,sprites/staff_007_right_A.png,"[160, 160]","[80, 154]","[43, 67, 116, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 725, 1038, 816]",7,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 288, 'interior_unchanged': True}"
staff_007,staff_007,right,B,sprites/staff_007_right_B.png,"[160, 160]","[80, 154]","[44, 67, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 725, 1180, 816]",7,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 305, 'interior_unchanged': True}"
staff_007,staff_007,up,A,sprites/staff_007_up_A.png,"[160, 160]","[80, 154]","[44, 64, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[1188, 725, 1322, 816]",7,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 313, 'interior_unchanged': True}"
staff_007,staff_007,up,B,sprites/staff_007_up_B.png,"[160, 160]","[80, 154]","[46, 64, 116, 154]",source_sheets/staff_sheet_1_of_4.png,"[1330, 725, 1459, 816]",7,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 303, 'interior_unchanged': True}"
staff_008,staff_008,down,A,sprites/staff_008_down_A.png,"[160, 160]","[80, 154]","[42, 69, 119, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 824, 456, 915]",8,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 290, 'interior_unchanged': True}"
staff_008,staff_008,down,B,sprites/staff_008_down_B.png,"[160, 160]","[80, 154]","[43, 70, 117, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 824, 605, 915]",8,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 251, 'interior_unchanged': True}"
staff_008,staff_008,left,A,sprites/staff_008_left_A.png,"[160, 160]","[80, 154]","[46, 70, 115, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 824, 750, 915]",8,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 268, 'interior_unchanged': True}"
staff_008,staff_008,left,B,sprites/staff_008_left_B.png,"[160, 160]","[80, 154]","[46, 70, 115, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 824, 1180, 915]",8,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 257, 'interior_unchanged': True}"
staff_008,staff_008,right,A,sprites/staff_008_right_A.png,"[160, 160]","[80, 154]","[46, 70, 114, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 824, 1038, 915]",8,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 236, 'interior_unchanged': True}"
staff_008,staff_008,right,B,sprites/staff_008_right_B.png,"[160, 160]","[80, 154]","[46, 70, 115, 154]",source_sheets/staff_sheet_1_of_4.png,"[1046, 824, 1180, 915]",8,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 260, 'interior_unchanged': True}"
staff_008,staff_008,up,A,sprites/staff_008_up_A.png,"[160, 160]","[80, 154]","[45, 70, 116, 153]",source_sheets/staff_sheet_1_of_4.png,"[1188, 824, 1322, 915]",8,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 296, 'interior_unchanged': True}"
staff_008,staff_008,up,B,sprites/staff_008_up_B.png,"[160, 160]","[80, 154]","[46, 69, 115, 153]",source_sheets/staff_sheet_1_of_4.png,"[1330, 824, 1459, 915]",8,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 271, 'interior_unchanged': True}"
staff_009,staff_009,down,A,sprites/staff_009_down_A.png,"[160, 160]","[80, 154]","[36, 65, 124, 154]",source_sheets/staff_sheet_1_of_4.png,"[313, 923, 456, 1019]",9,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 352, 'interior_unchanged': True}"
staff_009,staff_009,down,B,sprites/staff_009_down_B.png,"[160, 160]","[80, 154]","[37, 64, 123, 154]",source_sheets/staff_sheet_1_of_4.png,"[464, 923, 605, 1019]",9,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 333, 'interior_unchanged': True}"
staff_009,staff_009,left,A,sprites/staff_009_left_A.png,"[160, 160]","[80, 154]","[42, 65, 119, 154]",source_sheets/staff_sheet_1_of_4.png,"[613, 923, 750, 1019]",9,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 313, 'interior_unchanged': True}"
staff_009,staff_009,left,B,sprites/staff_009_left_B.png,"[160, 160]","[80, 154]","[41, 65, 119, 153]",source_sheets/staff_sheet_1_of_4.png,"[1046, 923, 1180, 1019]",9,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 326, 'interior_unchanged': True}"
staff_009,staff_009,right,A,sprites/staff_009_right_A.png,"[160, 160]","[80, 154]","[40, 65, 119, 154]",source_sheets/staff_sheet_1_of_4.png,"[903, 923, 1038, 1019]",9,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 263, 'interior_unchanged': True}"
staff_009,staff_009,right,B,sprites/staff_009_right_B.png,"[160, 160]","[80, 154]","[41, 65, 119, 153]",source_sheets/staff_sheet_1_of_4.png,"[1046, 923, 1180, 1019]",9,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 325, 'interior_unchanged': True}"
staff_009,staff_009,up,A,sprites/staff_009_up_A.png,"[160, 160]","[80, 154]","[38, 64, 123, 153]",source_sheets/staff_sheet_1_of_4.png,"[1188, 923, 1322, 1019]",9,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 354, 'interior_unchanged': True}"
staff_009,staff_009,up,B,sprites/staff_009_up_B.png,"[160, 160]","[80, 154]","[38, 65, 122, 153]",source_sheets/staff_sheet_1_of_4.png,"[1330, 923, 1459, 1019]",9,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 332, 'interior_unchanged': True}"
staff_010,staff_010,down,A,sprites/staff_010_down_A.png,"[160, 160]","[80, 154]","[43, 62, 118, 153]",source_sheets/staff_sheet_2_of_4.png,"[293, 138, 433, 233]",1,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 356, 'interior_unchanged': True}"
staff_010,staff_010,down,B,sprites/staff_010_down_B.png,"[160, 160]","[80, 154]","[43, 62, 118, 154]",source_sheets/staff_sheet_2_of_4.png,"[441, 138, 584, 233]",1,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 320, 'interior_unchanged': True}"
staff_010,staff_010,left,A,sprites/staff_010_left_A.png,"[160, 160]","[80, 154]","[45, 62, 115, 154]",source_sheets/staff_sheet_2_of_4.png,"[592, 138, 735, 233]",1,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 328, 'interior_unchanged': True}"
staff_010,staff_010,left,B,sprites/staff_010_left_B.png,"[160, 160]","[80, 154]","[48, 62, 112, 154]",source_sheets/staff_sheet_2_of_4.png,"[1028, 138, 1160, 233]",1,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 318, 'interior_unchanged': True}"
staff_010,staff_010,right,A,sprites/staff_010_right_A.png,"[160, 160]","[80, 154]","[46, 62, 113, 153]",source_sheets/staff_sheet_2_of_4.png,"[891, 138, 1020, 233]",1,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 308, 'interior_unchanged': True}"
staff_010,staff_010,right,B,sprites/staff_010_right_B.png,"[160, 160]","[80, 154]","[48, 62, 112, 154]",source_sheets/staff_sheet_2_of_4.png,"[1028, 138, 1160, 233]",1,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 320, 'interior_unchanged': True}"
staff_010,staff_010,up,A,sprites/staff_010_up_A.png,"[160, 160]","[80, 154]","[45, 62, 115, 153]",source_sheets/staff_sheet_2_of_4.png,"[1168, 138, 1310, 233]",1,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 349, 'interior_unchanged': True}"
staff_010,staff_010,up,B,sprites/staff_010_up_B.png,"[160, 160]","[80, 154]","[45, 62, 115, 153]",source_sheets/staff_sheet_2_of_4.png,"[1318, 138, 1461, 233]",1,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 352, 'interior_unchanged': True}"
staff_011,staff_011,down,A,sprites/staff_011_down_A.png,"[160, 160]","[80, 154]","[36, 69, 124, 154]",source_sheets/staff_sheet_2_of_4.png,"[293, 241, 433, 328]",2,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 313, 'interior_unchanged': True}"
staff_011,staff_011,down,B,sprites/staff_011_down_B.png,"[160, 160]","[80, 154]","[36, 69, 123, 154]",source_sheets/staff_sheet_2_of_4.png,"[441, 241, 584, 328]",2,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 277, 'interior_unchanged': True}"
staff_011,staff_011,left,A,sprites/staff_011_left_A.png,"[160, 160]","[80, 154]","[41, 69, 120, 154]",source_sheets/staff_sheet_2_of_4.png,"[592, 241, 735, 328]",2,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 346, 'interior_unchanged': True}"
