id,name_ja,direction,phase,file,frame_size,anchor_px,alpha_bbox,source_sheet,source_cell_xyxy,source_row,source_column,operation,mirrored,scale_applied,motion_authenticity,edge_cleanup
customer_03,サラリーマン,down,A,sprites/customer_03/down_A.png,"[160, 160]","[80, 154]","[42, 46, 120, 154]",source_sheets/customer_01_07_reference.png,"[347, 383, 480, 499]",3,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 365, 'interior_unchanged': True}"
customer_03,サラリーマン,down,B,sprites/customer_03/down_B.png,"[160, 160]","[80, 154]","[41, 46, 119, 154]",source_sheets/customer_01_07_reference.png,"[488, 383, 621, 499]",3,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 363, 'interior_unchanged': True}"
customer_03,サラリーマン,left,A,sprites/customer_03/left_A.png,"[160, 160]","[80, 154]","[45, 49, 116, 153]",source_sheets/customer_01_07_reference.png,"[629, 383, 763, 499]",3,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 393, 'interior_unchanged': True}"
customer_03,サラリーマン,left,B,sprites/customer_03/left_B.png,"[160, 160]","[80, 154]","[44, 49, 116, 154]",source_sheets/customer_01_07_reference.png,"[1052, 383, 1184, 499]",3,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 363, 'interior_unchanged': True}"
customer_03,サラリーマン,right,A,sprites/customer_03/right_A.png,"[160, 160]","[80, 154]","[45, 49, 116, 153]",source_sheets/customer_01_07_reference.png,"[911, 383, 1044, 499]",3,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 342, 'interior_unchanged': True}"
customer_03,サラリーマン,right,B,sprites/customer_03/right_B.png,"[160, 160]","[80, 154]","[44, 49, 116, 154]",source_sheets/customer_01_07_reference.png,"[1052, 383, 1184, 499]",3,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 371, 'interior_unchanged': True}"
customer_03,サラリーマン,up,A,sprites/customer_03/up_A.png,"[160, 160]","[80, 154]","[42, 47, 118, 154]",source_sheets/customer_01_07_reference.png,"[1192, 383, 1325, 499]",3,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 374, 'interior_unchanged': True}"
customer_03,サラリーマン,up,B,sprites/customer_03/up_B.png,"[160, 160]","[80, 154]","[44, 47, 117, 154]",source_sheets/customer_01_07_reference.png,"[1333, 383, 1462, 499]",3,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 353, 'interior_unchanged': True}"
customer_04,OL,down,A,sprites/customer_04/down_A.png,"[160, 160]","[80, 154]","[40, 43, 120, 153]",source_sheets/customer_01_07_reference.png,"[347, 507, 480, 626]",4,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 403, 'interior_unchanged': True}"
customer_04,OL,down,B,sprites/customer_04/down_B.png,"[160, 160]","[80, 154]","[40, 43, 121, 153]",source_sheets/customer_01_07_reference.png,"[488, 507, 621, 626]",4,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 363, 'interior_unchanged': True}"
customer_04,OL,left,A,sprites/customer_04/left_A.png,"[160, 160]","[80, 154]","[43, 49, 118, 153]",source_sheets/customer_01_07_reference.png,"[629, 507, 763, 626]",4,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 381, 'interior_unchanged': True}"
customer_04,OL,left,B,sprites/customer_04/left_B.png,"[160, 160]","[80, 154]","[43, 50, 117, 153]",source_sheets/customer_01_07_reference.png,"[1052, 507, 1184, 626]",4,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 380, 'interior_unchanged': True}"
customer_04,OL,right,A,sprites/customer_04/right_A.png,"[160, 160]","[80, 154]","[43, 49, 117, 153]",source_sheets/customer_01_07_reference.png,"[911, 507, 1044, 626]",4,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 346, 'interior_unchanged': True}"
customer_04,OL,right,B,sprites/customer_04/right_B.png,"[160, 160]","[80, 154]","[43, 50, 117, 153]",source_sheets/customer_01_07_reference.png,"[1052, 507, 1184, 626]",4,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 377, 'interior_unchanged': True}"
customer_04,OL,up,A,sprites/customer_04/up_A.png,"[160, 160]","[80, 154]","[43, 42, 118, 153]",source_sheets/customer_01_07_reference.png,"[1192, 507, 1325, 626]",4,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 395, 'interior_unchanged': True}"
customer_04,OL,up,B,sprites/customer_04/up_B.png,"[160, 160]","[80, 154]","[43, 44, 118, 153]",source_sheets/customer_01_07_reference.png,"[1333, 507, 1462, 626]",4,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 379, 'interior_unchanged': True}"
customer_05,おじさん,down,A,sprites/customer_05/down_A.png,"[160, 160]","[80, 154]","[41, 49, 120, 153]",source_sheets/customer_01_07_reference.png,"[347, 634, 480, 751]",5,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 400, 'interior_unchanged': True}"
customer_05,おじさん,down,B,sprites/customer_05/down_B.png,"[160, 160]","[80, 154]","[43, 48, 118, 153]",source_sheets/customer_01_07_reference.png,"[488, 634, 621, 751]",5,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 399, 'interior_unchanged': True}"
customer_05,おじさん,left,A,sprites/customer_05/left_A.png,"[160, 160]","[80, 154]","[45, 47, 116, 153]",source_sheets/customer_01_07_reference.png,"[629, 634, 763, 751]",5,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 381, 'interior_unchanged': True}"
customer_05,おじさん,left,B,sprites/customer_05/left_B.png,"[160, 160]","[80, 154]","[44, 49, 116, 153]",source_sheets/customer_01_07_reference.png,"[1052, 634, 1184, 751]",5,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 382, 'interior_unchanged': True}"
customer_05,おじさん,right,A,sprites/customer_05/right_A.png,"[160, 160]","[80, 154]","[44, 48, 116, 153]",source_sheets/customer_01_07_reference.png,"[911, 634, 1044, 751]",5,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 352, 'interior_unchanged': True}"
customer_05,おじさん,right,B,sprites/customer_05/right_B.png,"[160, 160]","[80, 154]","[44, 49, 116, 153]",source_sheets/customer_01_07_reference.png,"[1052, 634, 1184, 751]",5,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 385, 'interior_unchanged': True}"
customer_05,おじさん,up,A,sprites/customer_05/up_A.png,"[160, 160]","[80, 154]","[42, 49, 118, 153]",source_sheets/customer_01_07_reference.png,"[1192, 634, 1325, 751]",5,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 401, 'interior_unchanged': True}"
customer_05,おじさん,up,B,sprites/customer_05/up_B.png,"[160, 160]","[80, 154]","[43, 47, 118, 153]",source_sheets/customer_01_07_reference.png,"[1333, 634, 1462, 751]",5,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 390, 'interior_unchanged': True}"
customer_06,おばさん,down,A,sprites/customer_06/down_A.png,"[160, 160]","[80, 154]","[37, 39, 123, 153]",source_sheets/customer_01_07_reference.png,"[347, 759, 480, 884]",6,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 433, 'interior_unchanged': True}"
customer_06,おばさん,down,B,sprites/customer_06/down_B.png,"[160, 160]","[80, 154]","[38, 40, 122, 153]",source_sheets/customer_01_07_reference.png,"[488, 759, 621, 884]",6,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 416, 'interior_unchanged': True}"
customer_06,おばさん,left,A,sprites/customer_06/left_A.png,"[160, 160]","[80, 154]","[41, 41, 119, 153]",source_sheets/customer_01_07_reference.png,"[629, 759, 763, 884]",6,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 418, 'interior_unchanged': True}"
customer_06,おばさん,left,B,sprites/customer_06/left_B.png,"[160, 160]","[80, 154]","[41, 39, 120, 153]",source_sheets/customer_01_07_reference.png,"[1052, 759, 1184, 884]",6,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 423, 'interior_unchanged': True}"
customer_06,おばさん,right,A,sprites/customer_06/right_A.png,"[160, 160]","[80, 154]","[40, 41, 120, 152]",source_sheets/customer_01_07_reference.png,"[911, 759, 1044, 884]",6,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 398, 'interior_unchanged': True}"
customer_06,おばさん,right,B,sprites/customer_06/right_B.png,"[160, 160]","[80, 154]","[41, 39, 120, 153]",source_sheets/customer_01_07_reference.png,"[1052, 759, 1184, 884]",6,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 420, 'interior_unchanged': True}"
customer_06,おばさん,up,A,sprites/customer_06/up_A.png,"[160, 160]","[80, 154]","[40, 40, 121, 153]",source_sheets/customer_01_07_reference.png,"[1192, 759, 1325, 884]",6,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 422, 'interior_unchanged': True}"
customer_06,おばさん,up,B,sprites/customer_06/up_B.png,"[160, 160]","[80, 154]","[41, 40, 120, 153]",source_sheets/customer_01_07_reference.png,"[1333, 759, 1462, 884]",6,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 404, 'interior_unchanged': True}"
customer_07,おじいさん,down,A,sprites/customer_07/down_A.png,"[160, 160]","[80, 154]","[42, 48, 118, 153]",source_sheets/customer_01_07_reference.png,"[347, 892, 480, 1016]",7,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 389, 'interior_unchanged': True}"
customer_07,おじいさん,down,B,sprites/customer_07/down_B.png,"[160, 160]","[80, 154]","[43, 47, 117, 153]",source_sheets/customer_01_07_reference.png,"[488, 892, 621, 1016]",7,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 390, 'interior_unchanged': True}"
customer_07,おじいさん,left,A,sprites/customer_07/left_A.png,"[160, 160]","[80, 154]","[46, 44, 115, 153]",source_sheets/customer_01_07_reference.png,"[629, 892, 763, 1016]",7,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 389, 'interior_unchanged': True}"
customer_07,おじいさん,left,B,sprites/customer_07/left_B.png,"[160, 160]","[80, 154]","[45, 44, 115, 153]",source_sheets/customer_01_07_reference.png,"[1052, 892, 1184, 1016]",7,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 385, 'interior_unchanged': True}"
customer_07,おじいさん,right,A,sprites/customer_07/right_A.png,"[160, 160]","[80, 154]","[46, 44, 115, 153]",source_sheets/customer_01_07_reference.png,"[911, 892, 1044, 1016]",7,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 370, 'interior_unchanged': True}"
customer_07,おじいさん,right,B,sprites/customer_07/right_B.png,"[160, 160]","[80, 154]","[45, 44, 115, 153]",source_sheets/customer_01_07_reference.png,"[1052, 892, 1184, 1016]",7,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 386, 'interior_unchanged': True}"
customer_07,おじいさん,up,A,sprites/customer_07/up_A.png,"[160, 160]","[80, 154]","[43, 48, 117, 153]",source_sheets/customer_01_07_reference.png,"[1192, 892, 1325, 1016]",7,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 402, 'interior_unchanged': True}"
customer_07,おじいさん,up,B,sprites/customer_07/up_B.png,"[160, 160]","[80, 154]","[44, 47, 116, 153]",source_sheets/customer_01_07_reference.png,"[1333, 892, 1462, 1016]",7,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 385, 'interior_unchanged': True}"
customer_08,おばあさん,down,A,sprites/customer_08/down_A.png,"[160, 160]","[80, 154]","[43, 53, 118, 154]",source_sheets/customer_08_14_reference.png,"[345, 142, 477, 254]",1,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 335, 'interior_unchanged': True}"
customer_08,おばあさん,down,B,sprites/customer_08/down_B.png,"[160, 160]","[80, 154]","[43, 52, 117, 154]",source_sheets/customer_08_14_reference.png,"[485, 142, 617, 254]",1,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 331, 'interior_unchanged': True}"
customer_08,おばあさん,left,A,sprites/customer_08/left_A.png,"[160, 160]","[80, 154]","[44, 51, 116, 153]",source_sheets/customer_08_14_reference.png,"[625, 142, 759, 254]",1,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 377, 'interior_unchanged': True}"
customer_08,おばあさん,left,B,sprites/customer_08/left_B.png,"[160, 160]","[80, 154]","[44, 52, 116, 153]",source_sheets/customer_08_14_reference.png,"[1047, 142, 1179, 254]",1,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 364, 'interior_unchanged': True}"
customer_08,おばあさん,right,A,sprites/customer_08/right_A.png,"[160, 160]","[80, 154]","[44, 53, 117, 153]",source_sheets/customer_08_14_reference.png,"[908, 142, 1039, 254]",1,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 330, 'interior_unchanged': True}"
customer_08,おばあさん,right,B,sprites/customer_08/right_B.png,"[160, 160]","[80, 154]","[44, 52, 116, 153]",source_sheets/customer_08_14_reference.png,"[1047, 142, 1179, 254]",1,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 367, 'interior_unchanged': True}"
customer_08,おばあさん,up,A,sprites/customer_08/up_A.png,"[160, 160]","[80, 154]","[43, 52, 118, 154]",source_sheets/customer_08_14_reference.png,"[1187, 142, 1319, 254]",1,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 354, 'interior_unchanged': True}"
customer_08,おばあさん,up,B,sprites/customer_08/up_B.png,"[160, 160]","[80, 154]","[43, 53, 118, 153]",source_sheets/customer_08_14_reference.png,"[1327, 142, 1460, 254]",1,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 357, 'interior_unchanged': True}"
customer_09,男子小学生,down,A,sprites/customer_09/down_A.png,"[160, 160]","[80, 154]","[42, 50, 118, 153]",source_sheets/customer_08_14_reference.png,"[345, 262, 477, 375]",2,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 378, 'interior_unchanged': True}"
customer_09,男子小学生,down,B,sprites/customer_09/down_B.png,"[160, 160]","[80, 154]","[43, 51, 118, 153]",source_sheets/customer_08_14_reference.png,"[485, 262, 617, 375]",2,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 359, 'interior_unchanged': True}"
customer_09,男子小学生,left,A,sprites/customer_09/left_A.png,"[160, 160]","[80, 154]","[43, 50, 117, 153]",source_sheets/customer_08_14_reference.png,"[625, 262, 759, 375]",2,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 364, 'interior_unchanged': True}"
customer_09,男子小学生,left,B,sprites/customer_09/left_B.png,"[160, 160]","[80, 154]","[44, 50, 116, 153]",source_sheets/customer_08_14_reference.png,"[1047, 262, 1179, 375]",2,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 365, 'interior_unchanged': True}"
customer_09,男子小学生,right,A,sprites/customer_09/right_A.png,"[160, 160]","[80, 154]","[44, 50, 117, 153]",source_sheets/customer_08_14_reference.png,"[908, 262, 1039, 375]",2,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 361, 'interior_unchanged': True}"
customer_09,男子小学生,right,B,sprites/customer_09/right_B.png,"[160, 160]","[80, 154]","[44, 50, 116, 153]",source_sheets/customer_08_14_reference.png,"[1047, 262, 1179, 375]",2,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 368, 'interior_unchanged': True}"
customer_09,男子小学生,up,A,sprites/customer_09/up_A.png,"[160, 160]","[80, 154]","[44, 50, 117, 153]",source_sheets/customer_08_14_reference.png,"[1187, 262, 1319, 375]",2,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 378, 'interior_unchanged': True}"
customer_09,男子小学生,up,B,sprites/customer_09/up_B.png,"[160, 160]","[80, 154]","[43, 49, 117, 153]",source_sheets/customer_08_14_reference.png,"[1327, 262, 1460, 375]",2,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 372, 'interior_unchanged': True}"
customer_10,女子小学生,down,A,sprites/customer_10/down_A.png,"[160, 160]","[80, 154]","[32, 46, 128, 153]",source_sheets/customer_08_14_reference.png,"[345, 383, 477, 498]",3,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 427, 'interior_unchanged': True}"
customer_10,女子小学生,down,B,sprites/customer_10/down_B.png,"[160, 160]","[80, 154]","[33, 47, 128, 153]",source_sheets/customer_08_14_reference.png,"[485, 383, 617, 498]",3,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 423, 'interior_unchanged': True}"
customer_10,女子小学生,left,A,sprites/customer_10/left_A.png,"[160, 160]","[80, 154]","[39, 46, 122, 153]",source_sheets/customer_08_14_reference.png,"[625, 383, 759, 498]",3,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 412, 'interior_unchanged': True}"
customer_10,女子小学生,left,B,sprites/customer_10/left_B.png,"[160, 160]","[80, 154]","[39, 46, 122, 153]",source_sheets/customer_08_14_reference.png,"[1047, 383, 1179, 498]",3,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 389, 'interior_unchanged': True}"
customer_10,女子小学生,right,A,sprites/customer_10/right_A.png,"[160, 160]","[80, 154]","[38, 46, 122, 153]",source_sheets/customer_08_14_reference.png,"[908, 383, 1039, 498]",3,5,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 401, 'interior_unchanged': True}"
customer_10,女子小学生,right,B,sprites/customer_10/right_B.png,"[160, 160]","[80, 154]","[39, 46, 122, 153]",source_sheets/customer_08_14_reference.png,"[1047, 383, 1179, 498]",3,6,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 395, 'interior_unchanged': True}"
customer_10,女子小学生,up,A,sprites/customer_10/up_A.png,"[160, 160]","[80, 154]","[34, 45, 126, 153]",source_sheets/customer_08_14_reference.png,"[1187, 383, 1319, 498]",3,7,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 447, 'interior_unchanged': True}"
customer_10,女子小学生,up,B,sprites/customer_10/up_B.png,"[160, 160]","[80, 154]","[35, 46, 126, 153]",source_sheets/customer_08_14_reference.png,"[1327, 383, 1460, 498]",3,8,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 433, 'interior_unchanged': True}"
customer_11,男子中学生,down,A,sprites/customer_11/down_A.png,"[160, 160]","[80, 154]","[42, 46, 118, 153]",source_sheets/customer_08_14_reference.png,"[345, 506, 477, 623]",4,1,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 395, 'interior_unchanged': True}"
customer_11,男子中学生,down,B,sprites/customer_11/down_B.png,"[160, 160]","[80, 154]","[43, 46, 118, 153]",source_sheets/customer_08_14_reference.png,"[485, 506, 617, 623]",4,2,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 373, 'interior_unchanged': True}"
customer_11,男子中学生,left,A,sprites/customer_11/left_A.png,"[160, 160]","[80, 154]","[43, 45, 117, 153]",source_sheets/customer_08_14_reference.png,"[625, 506, 759, 623]",4,3,crop_background_remove,False,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 400, 'interior_unchanged': True}"
customer_11,男子中学生,left,B,sprites/customer_11/left_B.png,"[160, 160]","[80, 154]","[44, 46, 117, 153]",source_sheets/customer_08_14_reference.png,"[1047, 506, 1179, 623]",4,6,crop_background_remove_and_mirror,True,False,not_original_game_verified,"{'method': 'one_pixel_white_matte_removal', 'removed_pixels': 391, 'interior_unchanged': True}"
